,pos_key_pos,companyid_pb,pb_idx,method,score,src_file,rank,company_raw_pos,company_linkedin_url_pos,company_cleaned_pos,location_raw_pos,region_pos,country_pos,state_pos,metro_area_pos,weight_pos,rcid_pos,company_name_pos,ultimate_parent_rcid_pos,ultimate_parent_company_name_pos,onet_code_pos,onet_title_pos,ticker_pos,exchange_pos,cusip_pos,naics_code_pos,naics_description_pos,company_pos,linkedin_headquarters_pos,gvkey_pos,country_std_pos,state_std_pos,_first_name_raw_pos,company_norm_pos,linkedin_norm_pos,website_domain_pos,hqcountry_pb,hqstate_province_pb,country_std_pb,state_std_pb,companyname_pb,companyalsoknownas_pb,companylegalname_pb,companyformername_pb,file
1496,individual_position_0126_part_01_with_company.parquet::5582,98703-28,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,The Krusty Krab,,the krusty krab,Philippines,South-Eastern Asia,Philippines,empty,philippines nonmetropolitan area,1.5241297,6662200.0,The Krusty Krab,6662200.0,The Krusty Krab,25-9021.00,Farm and Home Management Educators,,,,,,The Krusty Krab,,,Philippines,,the krusty krab,the krusty krab,http://linkedin.com/company/the-krusty-krab,,Philippines,Metro Manila,Philippines,,PGRS,,"Power Generation Revolutionary Solutions, Inc",,individual_position_0126_part_01_with_company.parquet
1497,individual_position_0126_part_01_with_company.parquet::5591,55872-46,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Solectron,,solectron,"Brookline, NH",Northern America,United States,New Hampshire,boston metropolitan area,1.047091,764709.0,Solectron Corp.,1444763.0,Flex Ltd.,17-2141.00,Mechanical Engineers,,,834182107,334412,Bare Printed Circuit Board Manufacturing,Solectron Corp.,,17110,United States,NH,solectron,solectron,http://linkedin.com/company/solectron,,United States,New Hampshire,United States,NH,Xelor Software,,"Xelor Software, Inc.",Cortec Systems Pty,individual_position_0126_part_01_with_company.parquet
1498,individual_position_0126_part_01_with_company.parquet::5607,56747-62,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Raymond James,linkedin.com/company/raymond-james-financial-inc-,raymond james,"London, United Kingdom",Northern Europe,United Kingdom,England,london metropolitan area (united kingdom),1.2360319,724379.0,"Raymond James & Associates, Inc.",22142596.0,"Raymond James Financial, Inc.",13-2051.00,Financial and Investment Analysts,,,,523940,Portfolio Management and Investment Advice,"Raymond James & Associates, Inc.","St. Petersburg, Florida",,United Kingdom,,raymond james,raymond james,http://linkedin.com/company/raymond-james-financial-inc-,,United Kingdom,England,United Kingdom,,City Invoice Finance,City Invoice,City Invoice Finance Limited,,individual_position_0126_part_01_with_company.parquet
1499,individual_position_0126_part_01_with_company.parquet::5610,277353-73,113582.0,fuzzy,100.0,individual_position_0126_part_01_with_company.parquet,3,Franklin Energy EV,linkedin.com/company/lifeevnetwork,franklin energy ev,United Kingdom,Northern Europe,United Kingdom,empty,united kingdom nonmetropolitan area,1.0833246,578583.0,RAW Infrastructure Ltd.,578583.0,RAW Infrastructure Ltd.,15-1299.06,Digital Forensics Analysts,,,,457120,Other Gasoline Stations,RAW Infrastructure Ltd.,"Victoria, England",,United Kingdom,,franklin energy ev,franklin energy ev,http://linkedin.com/company/raw-charging,rawcharging.com,United Kingdom,England,United Kingdom,,Franklin Energy,,Franklin Energy EV Limited.,,individual_position_0126_part_01_with_company.parquet
1500,individual_position_0126_part_01_with_company.parquet::5611,338544-91,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Preschool,,preschool,"Bekasi, West Java, Indonesia",South-Eastern Asia,Indonesia,West Java,jakarta metropolitan area,1.7899599,93030267.0,Preschool Teacher,93030267.0,Preschool Teacher,39-9011.01,Nannies,,,,,,Preschool Teacher,"Sullivan, Indiana",,Indonesia,,preschool,preschool,http://linkedin.com/company/preschool-teacher,,Indonesia,,Indonesia,,Gw id,,,,individual_position_0126_part_01_with_company.parquet
1501,individual_position_0126_part_01_with_company.parquet::5645,56941-84,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,BELUGA RESTAURANTE,,beluga restaurante,SHOPPING GRANDE RIO,Southern America,Brazil,Rio de Janeiro,rio de janeiro metropolitan area,1.2004864,2305987.0,Beluga Restaurante,2305987.0,Beluga Restaurante,11-3071.00,"Transportation, Storage, and Distribution Managers",,,,,,Beluga Restaurante,"Rio De Janeiro, Rio De Janeiro",,Brazil,,beluga restaurante,beluga restaurante,http://linkedin.com/company/beluga-restaurante,,Brazil,,Brazil,,Goshme Solucoes Para a Internet,GoshMe,Goshme Solucoes Para a Internet Ltd,,individual_position_0126_part_01_with_company.parquet
1502,individual_position_0126_part_01_with_company.parquet::5654,10010-89,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Somerby of Alpharetta,,somerby of alpharetta,United States,Northern America,United States,empty,empty,1.3179232,26879975.0,Somerby Of Alpharetta,26879975.0,Somerby Of Alpharetta,35-3041.00,"Food Servers, Nonrestaurant",,,,,,Somerby Of Alpharetta,"Alpharetta, Georgia",,United States,,somerby of alpharetta,somerby of alpharetta,http://linkedin.com/company/somerby-of-alpharetta,,United States,California,United States,CA,Broadcom (Acquired 2016),,Broadcom Corp.,,individual_position_0126_part_01_with_company.parquet
1503,individual_position_0126_part_01_with_company.parquet::5659,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,KR INTERIORS,,kr interiors,"Mumbai, Maharashtra, India",Southern Asia,India,Maharashtra,mumbai metropolitan area,1.745483,14420713.0,Kr Interiors (14420713),14420713.0,Kr Interiors (14420713),17-2051.00,Civil Engineers,,,,,,Kr Interiors (14420713),"Lafayette, Colorado",,India,,kr interiors,kr interiors,http://linkedin.com/company/kr-interiors,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
1504,individual_position_0126_part_01_with_company.parquet::566,111171-88,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Cervejaria Ambev,linkedin.com/company/ambev,cervejaria ambev,"Rio de Janeiro, Rio de Janeiro, Brazil",Southern America,Brazil,Rio de Janeiro,rio de janeiro metropolitan area,1.1379832,516009.0,Ambev SA,581810.0,Anheuser-Busch InBev SA/NV,13-2051.00,Financial and Investment Analysts,ABEV3,Sao Paulo Stock Exchange,P0273U106,312120,Breweries,Ambev SA,"São Paulo, SP",201140,Brazil,,cervejaria ambev,cervejaria ambev,http://linkedin.com/company/ambev,ambev.com.br,Brazil,,Brazil,,AmBev,ABV,Ambev S.A.,Companhia de Bebidas das Americas,individual_position_0126_part_01_with_company.parquet
1505,individual_position_0126_part_01_with_company.parquet::5661,60863-59,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Ecozen Solutions...Conventionally Unconventional,linkedin.com/company/ecozen-solutions,ecozen solutions conventionally unconventional,"Pune, Maharashtra, India",Southern Asia,India,Maharashtra,pune metropolitan area,1.1879624,876181.0,Ecozen Solutions Pvt Ltd.,876181.0,Ecozen Solutions Pvt Ltd.,17-2141.00,Mechanical Engineers,,,,221118,Other Electric Power Generation,Ecozen Solutions Pvt Ltd.,"Pune, Maharastra",,India,,ecozen solutions conventionally unconventional,ecozen solutions conventionally unconventional,http://linkedin.com/company/ecozen-solutions,ecozensolutions.com,India,Maharashtra,India,,Ecozen,,Ecozen Solutions Pvt. Ltd,,individual_position_0126_part_01_with_company.parquet
1506,individual_position_0126_part_01_with_company.parquet::5669,57376-54,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,LITTLE HEARTS & HANDS DAYCARE CENTER,linkedin.com/company/little-hearts-&-hands-daycare-center,little hearts hands daycare center,"Riverview, Florida, United States",Northern America,United States,Florida,tampa metropolitan area,1.0229349,7813354.0,Little Hearts And Hands Daycare Center,7813354.0,Little Hearts And Hands Daycare Center,43-9081.00,Proofreaders and Copy Markers,,,,,,Little Hearts And Hands Daycare Center,"Urbana, Illinois",,United States,FL,little hearts hands daycare center,little hearts hands daycare center,http://linkedin.com/company/little-hearts-&-hands-daycare-center,,United States,Florida,United States,FL,Kurobe Pharmaceuticals,,"Kurobe Pharmaceuticals, Inc.",,individual_position_0126_part_01_with_company.parquet
1507,individual_position_0126_part_01_with_company.parquet::5673,497602-90,229735.0,fuzzy,81.4814814814815,individual_position_0126_part_01_with_company.parquet,3,Caterpillar Inc.,linkedin.com/company/caterpillar-inc,caterpillar inc,"Aurangabad Area, India",Southern Asia,India,Maharashtra,aurangabad metropolitan area,1.3582033,1047983.0,"Caterpillar, Inc.",1047983.0,"Caterpillar, Inc.",11-3121.00,Human Resources Managers,CAT,New York Stock Exchange,149123101,333120,Construction Machinery Manufacturing,"Caterpillar, Inc.","Irving, Texas",2817,India,,caterpillar inc,caterpillar,http://linkedin.com/company/caterpillar-inc,caterpillar.com,India,Madhya Pradesh,India,,BE360,,BE360 Edtech Pvt. Ltd.,Caterpillar Kids,individual_position_0126_part_01_with_company.parquet
1508,individual_position_0126_part_01_with_company.parquet::568,57431-89,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Authorized Drug Testing Consultants & Certified Background Checks,linkedin.com/company/authorized-drug-testing-consultants-&-certified-background-checks,authorized drug testing consultants certified background checks,Maryland and Pennsylvania,Northern America,United States,Pennsylvania,pennsylvania nonmetropolitan area,1.0205454,9189482.0,Authorized Drug Testing Consultants And Certified Background Checks,9189482.0,Authorized Drug Testing Consultants And Certified Background Checks,11-2021.00,Marketing Managers,,,,,,Authorized Drug Testing Consultants And Certified Background Checks,,,United States,PA,authorized drug testing consultants certified background checks,authorized drug testing consultants certified background checks,http://linkedin.com/company/authorized-drug-testing-consultants-&-certified-background-checks,,United States,Pennsylvania,United States,PA,E-Duction,,"E-Duction, Inc.",MarketMembers.com,individual_position_0126_part_01_with_company.parquet
1509,individual_position_0126_part_01_with_company.parquet::5689,56999-98,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Dareton Public School,,dareton public school,"South Australia, Australia

            Contact Info",Pacific Islands,Australia,South Australia,australia nonmetropolitan area,1.1449863,11081777.0,Dareton Public School,11081777.0,Dareton Public School,25-2032.00,"Career/Technical Education Teachers, Secondary School",,,,,,Dareton Public School,"DARETON, New South Wales",,Australia,,dareton public school,dareton public school,http://linkedin.com/company/dareton-public-school,,Australia,,Australia,,Filoukes,,,,individual_position_0126_part_01_with_company.parquet
1510,individual_position_0126_part_01_with_company.parquet::5710,220497-22,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,LASOTEL,linkedin.com/company/lasotel,lasotel,"Région de Lyon, France",Western Europe,France,Auvergne-Rhone-Alpes,lyon metropolitan area,1.2715479,227243.0,Lasotel SAS,227243.0,Lasotel SAS,13-1161.01,Search Marketing Strategists,,,,517111,Wired Telecommunications Carriers,Lasotel SAS,"Vaulx-en-Velin, Auvergne-Rhône-Alpes",,France,,lasotel,lasotel,http://linkedin.com/company/lasotel,lasotel.fr,France,,France,,Lasotel,,Lasotel SAS,,individual_position_0126_part_01_with_company.parquet
1511,individual_position_0126_part_01_with_company.parquet::5714,101507-23,50859.0,fuzzy,77.77777777777779,individual_position_0126_part_01_with_company.parquet,3,EXPRESS,linkedin.com/company/express-llc,express,"Paramus, New Jersey, United States",Northern America,United States,New Jersey,new york city metropolitan area,1.0640469,199002.0,"Express, Inc.",199002.0,"Express, Inc.",35-2021.00,Food Preparation Workers,EXPR,New York Stock Exchange,30219E202,458110,Clothing and Clothing Accessories Retailers,"Express, Inc.","Columbus, OH",184323,United States,NJ,express,express,http://linkedin.com/company/express-llc,express.com,United States,New Jersey,United States,NJ,Express Fit,,"Express Fit, Inc.",,individual_position_0126_part_01_with_company.parquet
1512,individual_position_0126_part_01_with_company.parquet::5718,150362-83,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Mercedes-Benz Morocco,linkedin.com/company/mercedes-benz-morocco,mercedes benz morocco,Morocco,Northern Africa,Morocco,empty,morocco nonmetropolitan area,1.4986225,4942873.0,Mercedes Benz Morocco,4942873.0,Mercedes Benz Morocco,13-1151.00,Training and Development Specialists,,,,,,Mercedes Benz Morocco,,,Morocco,,mercedes benz morocco,mercedes benz morocco,http://linkedin.com/company/mercedes-benz-morocco,,Morocco,,Morocco,,Telecom Partners (Infrastructure),,,,individual_position_0126_part_01_with_company.parquet
1513,individual_position_0126_part_01_with_company.parquet::5749,481393-90,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Eastern Tourism,,eastern tourism,القاهرة مصر,Northern Africa,Egypt,Cairo,cairo metropolitan area,1.0913318,94821956.0,Eastern Tourism,94821956.0,Eastern Tourism,11-3121.00,Human Resources Managers,,,,,,Eastern Tourism,cairo,,Egypt,,eastern tourism,eastern tourism,http://linkedin.com/company/eastern-tourism,,Egypt,,Egypt,,Sotech,,,,individual_position_0126_part_01_with_company.parquet
1514,individual_position_0126_part_01_with_company.parquet::5762,492889-33,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,The Stellenbosch Nanofiber Company,linkedin.com/company/the-stellenbosch-nanofiber-company,the stellenbosch nanofiber company,Cape Town,Sub-Saharan Africa,South Africa,Western Cape,cape town metropolitan area,1.2697059,6694072.0,The Stellenbosch Nanofiber Co. Pty Ltd.,6694072.0,The Stellenbosch Nanofiber Co. Pty Ltd.,19-1011.00,Animal Scientists,,,,322120,Paper Mills,The Stellenbosch Nanofiber Co. Pty Ltd.,"Cape Town, Western Cape",,South Africa,,the stellenbosch nanofiber company,the stellenbosch nanofiber,http://linkedin.com/company/the-stellenbosch-nanofiber-company,sncfibers.com,South Africa,,South Africa,,Stellenbosch Nanofiber Company,SNC,Stellenbosch Nanofiber Company (Pty) Ltd,,individual_position_0126_part_01_with_company.parquet
1515,individual_position_0126_part_01_with_company.parquet::5763,119737-90,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Aflore,linkedin.com/company/aflore,aflore,Colombia,Southern America,Colombia,empty,colombia nonmetropolitan area,1.1429858,585387.0,Aflore SAS,585387.0,Aflore SAS,11-9033.00,"Education Administrators, Postsecondary",,,,522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation",Aflore SAS,"Bogotá, Cundinamarca",,Colombia,,aflore,aflore,http://linkedin.com/company/aflore,aflore.co,Colombia,,Colombia,,Aflore,,Aflore S.A.S.,,individual_position_0126_part_01_with_company.parquet
1516,individual_position_0126_part_01_with_company.parquet::5770,277856-02,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,222222,linkedin.com/company/solbrella,222222,Algeria,Northern Africa,Algeria,empty,algeria nonmetropolitan area,1.6454487,18400471.0,کرمانج,18400471.0,کرمانج,,,,,,,,کرمانج,"istanbul, istanbul",,Algeria,,222222,222222,http://linkedin.com/company/solbrella,,Algeria,,Algeria,,ZUCCHABAR (Internet University),,,,individual_position_0126_part_01_with_company.parquet
1517,individual_position_0126_part_01_with_company.parquet::5775,228470-14,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,TAS Medical,,tas medical,"San Francisco, CA",Northern America,United States,California,san francisco metropolitan area,1.0288693,18971277.0,"TAS Medical, Inc.",18971277.0,"TAS Medical, Inc.",25-1054.00,"Physics Teachers, Postsecondary",,,,339113,Surgical Appliance and Supplies Manufacturing,"TAS Medical, Inc.","Windermere, FL",,United States,CA,tas medical,tas medical,http://linkedin.com/company/tas-medical,tasmedical.net,United States,California,United States,CA,TAS Medical,TAS,"TAS Medical, Inc.",,individual_position_0126_part_01_with_company.parquet
1518,individual_position_0126_part_01_with_company.parquet::5793,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,FA architettura+design,linkedin.com/company/fa-architettura-design,fa architettura design,"Hyderabad, Telangana, India",Southern Asia,India,Telangana,hyderabad metropolitan area (india),1.6056471,3483384.0,Fa Architettura Design,3483384.0,Fa Architettura Design,47-3012.00,Helpers--Carpenters,,,,,,Fa Architettura Design,,,India,,fa architettura design,fa architettura design,http://linkedin.com/company/fa-architettura-design,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
1519,individual_position_0126_part_01_with_company.parquet::5810,57282-04,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,JB-gymnasiet,,jb gymnasiet,"Umeå, Västerbotten, Sweden",Northern Europe,Sweden,Vaesterbotten,sweden nonmetropolitan area,1.2750225,4395673.0,John Bauergymnasiet,4395673.0,John Bauergymnasiet,25-2032.00,"Career/Technical Education Teachers, Secondary School",,,,,,John Bauergymnasiet,,,Sweden,,jb gymnasiet,jb gymnasiet,http://linkedin.com/company/john-bauergymnasiet,,Sweden,,Sweden,,Cellartis,,Cellartis AB,Cell Therapeutics Scandinavia,individual_position_0126_part_01_with_company.parquet
1520,individual_position_0126_part_01_with_company.parquet::5820,56264-95,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,tastytrade,linkedin.com/company/tastytrade,tastytrade,"Chicago, Illinois, United States",Northern America,United States,Illinois,chicago metropolitan area,1.0003973,979180.0,"tastyworks, Inc.",979180.0,"tastyworks, Inc.",13-1131.00,Fundraisers,,,,523150,Investment Banking and Securities Intermediation,"tastyworks, Inc.","Chicago, Illinois",,United States,IL,tastytrade,tastytrade,http://linkedin.com/company/tastytrade,tastyworks.com,United States,Illinois,United States,IL,tastytrade,,"tastytrade, Inc.",,individual_position_0126_part_01_with_company.parquet
1521,individual_position_0126_part_01_with_company.parquet::5824,186032-08,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Dante Labs,linkedin.com/company/dantegenomics,dante labs,"Pietraperzia, Sicily, Italy",Southern Europe,Italy,Sicily,catania metropolitan area,1.040801,869831.0,"Dante Labs, Inc.",869831.0,"Dante Labs, Inc.",29-2012.00,Medical and Clinical Laboratory Technicians,,,,621511,Medical Laboratories,"Dante Labs, Inc.","New York, NY",,Italy,,dante labs,dante labs,http://linkedin.com/company/dantegenomics,dantelabs.com,Italy,,Italy,,Dante Labs,,Dante Labs Inc.,,individual_position_0126_part_01_with_company.parquet
1522,individual_position_0126_part_01_with_company.parquet::5829,56747-62,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Kirklees Council,,kirklees council,"Wakefield, United Kingdom",Northern Europe,United Kingdom,England,leeds metropolitan area,1.1058648,14346327.0,Kirklees Council,14346327.0,Kirklees Council,11-9032.00,"Education Administrators, Kindergarten through Secondary",,,,,,Kirklees Council,"Huddersfield, West Yorkshire",,United Kingdom,,kirklees council,kirklees council,http://linkedin.com/company/kirklees-council,,United Kingdom,England,United Kingdom,,City Invoice Finance,City Invoice,City Invoice Finance Limited,,individual_position_0126_part_01_with_company.parquet
1523,individual_position_0126_part_01_with_company.parquet::584,57282-04,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,THOREN INNOVATION SCHOOL AB,linkedin.com/company/thoren-innovation-school-ab,thoren innovation school ab,"Helsingborg, Skåne, Sverige",Northern Europe,Sweden,Skane,malmo metropolitan area,1.3321269,539821.0,Thoren Innovation School AB,539821.0,Thoren Innovation School AB,25-2032.00,"Career/Technical Education Teachers, Secondary School",,,,611110,Elementary and Secondary Schools,Thoren Innovation School AB,Umeå,,Sweden,,thoren innovation school ab,thoren innovation school,http://linkedin.com/company/thoren-innovation-school-ab,,Sweden,,Sweden,,Cellartis,,Cellartis AB,Cell Therapeutics Scandinavia,individual_position_0126_part_01_with_company.parquet
1524,individual_position_0126_part_01_with_company.parquet::5848,56745-82,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Hospital Civil De Guadalajara,linkedin.com/company/hospital-civil-de-guadalajara,hospital civil de guadalajara,"Guadalajara, Jalisco, Mexico",Central America and the Caribbean,Mexico,Jalisco,guadalajara metropolitan area,1.4151249,4061270.0,Hospital Civil De Guadalajara,4061270.0,Hospital Civil De Guadalajara,29-1141.01,Acute Care Nurses,,,,,,Hospital Civil De Guadalajara,El Retiro,,Mexico,,hospital civil de guadalajara,hospital civil de guadalajara,http://linkedin.com/company/hospital-civil-de-guadalajara,,Mexico,,Mexico,,Bandtastic,,Crowdfunding México S.A.P.I. de C.V.,,individual_position_0126_part_01_with_company.parquet
1525,individual_position_0126_part_01_with_company.parquet::5849,41751-73,119728.0,fuzzy,100.0,individual_position_0126_part_01_with_company.parquet,3,Alpa Groupe,linkedin.com/company/alpa-groupe,alpa groupe,"Région de Saint-Malo, France",Western Europe,France,Brittany,rennes metropolitan area,1.7336259,296402.0,Alpa SAS,1249952.0,Eurofins Scientific SE,41-9031.00,Sales Engineers,,,,541713,Research and Development in Nanotechnology,Alpa SAS,"Montmélian, Savoie",,France,,alpa groupe,alpa groupe,http://linkedin.com/company/alpa-groupe,alpagroupe.fr,France,,France,,Alpa,,Alpa SASU,,individual_position_0126_part_01_with_company.parquet
1526,individual_position_0126_part_01_with_company.parquet::5854,338544-91,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Pemilu Psikologi,linkedin.com/company/pemilu-psikologi,pemilu psikologi,"Jakarta Timur, Jakarta, Indonesia",South-Eastern Asia,Indonesia,Jakarta,jakarta metropolitan area,1.079016,5494552.0,Pemilu Psikologi,5494552.0,Pemilu Psikologi,21-2021.00,"Directors, Religious Activities and Education",,,,,,Pemilu Psikologi,,,Indonesia,,pemilu psikologi,pemilu psikologi,http://linkedin.com/company/pemilu-psikologi,,Indonesia,,Indonesia,,Gw id,,,,individual_position_0126_part_01_with_company.parquet
1527,individual_position_0126_part_01_with_company.parquet::5858,434229-31,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Javier Orensans. Productor Asesor de Seguros,linkedin.com/company/javier-orensans.-productor-asesor-de-seguros,javier orensans productor asesor de seguros,Argentina,Southern America,Argentina,empty,argentina nonmetropolitan area,1.0638548,7387715.0,Javier Orensans Productor Asesor De Seguros,7387715.0,Javier Orensans Productor Asesor De Seguros,23-1011.00,Lawyers,,,,,,Javier Orensans Productor Asesor De Seguros,,,Argentina,,javier orensans productor asesor de seguros,javier orensans productor asesor de seguros,http://linkedin.com/company/javier-orensans.-productor-asesor-de-seguros,,Argentina,,Argentina,,Fecundis,,,,individual_position_0126_part_01_with_company.parquet
1528,individual_position_0126_part_01_with_company.parquet::5859,483347-26,301768.0,fuzzy,100.0,individual_position_0126_part_01_with_company.parquet,3,Flint Corp,,flint corp,"Fort McMurray, Alberta, Canada",Northern America,Canada,Alberta,canada nonmetropolitan area,1.2778411,941542.0,Flint Corp.,414778.0,FLINT Corp,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",FLNT,Toronto Stock Exchange,33944M101,523999,Miscellaneous Financial Investment Activities,Flint Corp.,"Calgary, Alberta",164563,Canada,,flint corp,flint,http://linkedin.com/company/clearstream-energy,clearstreamenergy.ca,Canada,British Columbia,Canada,,Flint (Human Capital Services),Flint,,,individual_position_0126_part_01_with_company.parquet
1529,individual_position_0126_part_01_with_company.parquet::5868,56999-98,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,New South Wales Government Australia,linkedin.com/company/new-south-wales-government-australia,new south wales government australia,Greater Sydney Area,Pacific Islands,Australia,New South Wales,sydney metropolitan area,1.3457522,5201681.0,New South Wales Government Australia,5201681.0,New South Wales Government Australia,25-3031.00,"Substitute Teachers, Short-Term",,,,,,New South Wales Government Australia,,,Australia,,new south wales government australia,new south wales government australia,http://linkedin.com/company/new-south-wales-government-australia,,Australia,,Australia,,Filoukes,,,,individual_position_0126_part_01_with_company.parquet
1530,individual_position_0126_part_01_with_company.parquet::5888,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Own businees,linkedin.com/company/own-businees,own businees,"Tamil Nadu, India",Southern Asia,India,Tamil Nadu,tiruchirappalli metropolitan area,2.1228364,5410791.0,Own Businees,5410791.0,Own Businees,,,,,,,,Own Businees,,,India,,own businees,own businees,http://linkedin.com/company/own-businees,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
1531,individual_position_0126_part_01_with_company.parquet::5900,435545-83,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,City Government,,city government,Des Moines Metropolitan Area,Northern America,United States,Iowa,des moines metropolitan area,1.3547854,2748027.0,City Government,2748027.0,City Government,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",,,,,,City Government,"Brigham City, Utah",,United States,IA,city government,city government,http://linkedin.com/company/city-government,,United States,Iowa,United States,IA,Nistron,,Nistron LLC,,individual_position_0126_part_01_with_company.parquet
1532,individual_position_0126_part_01_with_company.parquet::5904,472495-33,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,innova muebles,,innova muebles,"Lima, Lima, Perú",Southern America,Peru,Lima,lima metropolitan area,1.4731956,13720087.0,Innova Muebles,13720087.0,Innova Muebles,41-2011.00,Cashiers,,,,,,Innova Muebles,Puebla,,Peru,,innova muebles,innova muebles,http://linkedin.com/company/innova-muebles,,Peru,,Peru,,SimCase,,,,individual_position_0126_part_01_with_company.parquet
1533,individual_position_0126_part_01_with_company.parquet::5907,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,No-Company,linkedin.com/company/no-company_8,no company,"Delhi, India",Southern Asia,India,Delhi,delhi metropolitan area,2.1174693,1644135.0,Island Wide Holidays,1644135.0,Island Wide Holidays,,,,,,,,Island Wide Holidays,,,India,,no company,no,http://linkedin.com/company/no-company_8,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
1534,individual_position_0126_part_01_with_company.parquet::5919,10010-89,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Freelance 3D Artist | 3D Generalist | 3D Modeler | Animator | NFT Artist,linkedin.com/company/3d-art-world,freelance 3d artist 3d generalist 3d modeler animator nft artist,United States,Northern America,United States,empty,empty,1.1647086,93811820.0,Freelance 3d Artist 3d Modeler Nft Artist,93811820.0,Freelance 3d Artist 3d Modeler Nft Artist,27-1012.00,Craft Artists,,,,,,Freelance 3d Artist 3d Modeler Nft Artist,"Lexington, KY",,United States,,freelance 3d artist 3d generalist 3d modeler animator nft artist,freelance 3d artist 3d generalist 3d modeler animator nft artist,http://linkedin.com/company/3d-art-world,,United States,California,United States,CA,Broadcom (Acquired 2016),,Broadcom Corp.,,individual_position_0126_part_01_with_company.parquet
1535,individual_position_0126_part_01_with_company.parquet::5929,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Key Grip,,key grip,Montpellier Metropolitan,Western Europe,France,Occitanie,montpellier metropolitan area,1.0983417,4796088.0,Magnet Filmworks,4796088.0,Magnet Filmworks,27-2011.00,Actors,,,,,,Magnet Filmworks,,,France,,key grip,key grip,http://linkedin.com/company/magnet-filmworks,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
1536,individual_position_0126_part_01_with_company.parquet::5936,13481-83,273823.0,fuzzy,100.0,individual_position_0126_part_01_with_company.parquet,3,TMC,linkedin.com/company/tmc,tmc,"Madrid, Comunidad de Madrid, España",Southern Europe,Spain,Madrid,madrid metropolitan area,1.2329022,582317.0,TMC Group BV,7969595.0,Groupe Bruxelles Lambert SA,41-2012.00,Gambling Change Persons and Booth Cashiers,,,N56341105,541990,"All Other Professional, Scientific, and Technical Services",TMC Group BV,"Eindhoven, North Brabant",10291,Spain,,tmc,tmc,http://linkedin.com/company/tmc,tmc-employeneurship.com,Spain,,Spain,,Telemedicine Clinic,TMC,European Telemedicine Clinic SL,,individual_position_0126_part_01_with_company.parquet
